Application_ID,Full Name,Age,Location,Date,Loan Type,Marital Status,Collateral Type,Collateral Value,Employee_Status,Income,Loan Term,Loan Amount,Monthly Payment,Debt,Dti,LVR,Guarantor,Customer Status,Customer Relation,Interest Rate,Loan Reason,Credit History,Loan Status,Loan Binary Status,Guarantor Binary
KH24807,RITH Cheableng,52,Kampong Cham,2024-04-22,SME Loan,Single,Land,53000,Part-time,430,84,21500,349.19749121415407,250,58.14,40.57,Yes,Existing Customer,Deposit,7.6,Expanding Business,5,Approved,1,1
KH24810,CHAI Sreypov,60,Kandal,2024-12-25,SME Loan,Single,House,157500,Self-employed,220,72,7000,131.45278978509575,150,68.18,4.44,Yes,New Customer,,9.0,Loan Consolidation,3,Rejected,0,1
KH24812,Y Virakroth,28,Phnom Penh,2025-10-15,SME Loan,Single,Car,19500,Full-time,940,48,29000,721.6662288440872,0,0.0,148.72,No,New Customer,,10.1,Loan Consolidation,3,Rejected,0,0
KH24815,HONG Nita,56,Phnom Penh,2025-06-29,SME Loan,Married,House,218500,Self-employed,1500,108,78500,1105.1768680636435,0,0.0,35.93,No,New Customer,,8.6,Expand Farm,5,Rejected,0,0
KH24816,DOUK Danuch,42,Phnom Penh,2025-05-01,SME Loan,Married,House,100000,Full-time,930,48,14000,343.7558298080987,500,53.76,14.0,No,Existing Customer,KHQR,6.7,Expand Farm,1,Approved,1,0
KH24817,CHAI Yim,52,Phnom Penh,2025-04-26,SME Loan,Divorce,House,165000,Part-time,1700,48,57000,1388.8625317944948,550,32.35,34.55,Yes,Existing Customer,Loan,6.6,Buy land,4,Approved,1,1
KH24822,DARA Cheableng,41,Phnom Penh,2024-12-13,SME Loan,Married,House,105500,Part-time,200,60,5500,115.5102372034364,100,50.0,5.21,No,New Customer,,7.9,Expand Farm,5,Approved,1,0
KH24824,VUTHY David,26,Prey Veng,2024-04-19,SME Loan,Married,Land,51500,Self-employed,100,96,4500,69.9618335976492,100,100.0,8.74,Yes,New Customer,,10.6,Expand Farm,5,Rejected,0,1
KH24829,SING Rakmey,59,Phnom Penh,2025-01-15,SME Loan,Single,House,161000,Part-time,150,60,4500,92.54142587235036,100,66.67,2.8,Yes,Existing Customer,KHQR,8.7,Buy land,4,Approved,1,1
KH24831,SOK Virakroth,63,Prey Veng,2025-12-14,SME Loan,Single,Land,157000,Full-time,800,84,42000,682.1532386509056,350,43.75,26.75,Yes,Existing Customer,KHQR,7.9,Refinance,5,Approved,1,1
KH24832,HUL Phan,44,Kampong Cham,2024-01-10,SME Loan,Married,House,92000,Self-employed,890,48,17500,436.31967574023247,450,50.56,19.02,Yes,New Customer,,8.0,Buy land,3,Rejected,0,1
KH24833,KEO Darlin,29,Prey Veng,2025-02-27,SME Loan,Married,Land,30000,Full-time,140,48,4000,99.7302115977674,50,35.71,13.33,Yes,New Customer,,8.9,Expand Farm,4,Approved,1,1
KH24835,SOPHEAP Nita,39,Kampot,2024-11-12,SME Loan,Married,Land,62000,Self-employed,520,84,29000,469.5321269927264,300,57.69,46.77,No,Existing Customer,Deposit,7.9,Expand Farm,5,Rejected,0,0
KH24839,DOUK David,26,Kandal,2025-12-19,SME Loan,Single,House,97500,Self-employed,760,84,20000,333.05798612240744,300,39.47,20.51,Yes,New Customer,,8.5,Expanding Business,4,Rejected,0,1
KH24842,CHEA Soklin,58,Battambang,2025-01-30,SME Loan,Married,Land,95000,Full-time,450,96,26000,380.905285116015,0,0.0,27.37,No,Existing Customer,Loan,7.3,Buy land,4,Approved,1,0
KH24845,DOUK Nita,34,Kampot,2024-04-05,SME Loan,Married,Land,45500,Full-time,540,108,24500,337.0180738099675,300,55.56,53.85,Yes,Existing Customer,Deposit,7.8,Buy land,5,Approved,1,1
KH24849,HORN Borany,22,Battambang,2024-09-02,SME Loan,Married,Land,94000,Full-time,200,36,3000,95.53888312516418,0,0.0,3.19,Yes,New Customer,,9.0,Buy land,2,Approved,1,1
KH24850,JONH Kimheng,61,Phnom Penh,2025-07-28,SME Loan,Married,House,256000,Self-employed,450,84,18000,288.69074068458724,0,0.0,7.03,No,Existing Customer,Card,7.6,Expanding Business,3,Rejected,0,0
KH24851,RITH Sokha,30,Phnom Penh,2025-06-25,SME Loan,Single,House,246000,Full-time,370,36,7500,239.89668485336531,300,81.08,3.05,Yes,New Customer,,8.0,Expanding Business,3,Rejected,0,1
KH24853,LUN Chealong,29,Prey Veng,2024-02-04,SME Loan,Single,Land,62000,Full-time,950,108,27000,387.47325182762785,500,52.63,43.55,Yes,New Customer,,8.8,Loan Consolidation,5,Approved,1,1
KH24856,SOY Sokha,48,Phnom Penh,2025-05-17,SME Loan,Single,Car,78500,Part-time,250,36,4000,126.82692745211934,0,0.0,5.1,No,New Customer,,9.0,Buy land,3,Rejected,0,0
KH24857,HONG Ratana,31,Phnom Penh,2024-10-28,SME Loan,Married,Car,56500,Full-time,500,96,25500,374.90436244231967,250,50.0,45.13,No,Existing Customer,Loan,7.9,Loan Consolidation,5,Approved,1,0
KH24859,KEO Phan,32,Kandal,2025-11-24,SME Loan,Married,House,137000,Full-time,510,36,7500,238.84720781291043,250,49.02,5.47,No,New Customer,,7.6,Refinance,5,Approved,1,0
KH24862,MAO Thyda,36,Phnom Penh,2025-10-23,SME Loan,Married,House,143000,Full-time,470,60,10500,219.4947018756008,300,63.83,7.34,Yes,New Customer,,8.0,Loan Consolidation,3,Approved,1,1
KH24863,CHEA Sokha,43,Battambang,2024-10-17,SME Loan,Single,Land,84000,Part-time,440,84,10000,168.60673148718587,300,68.18,11.9,Yes,New Customer,,8.9,Refinance,3,Rejected,0,1
KH24867,HENG Sokha,60,Phnom Penh,2025-02-12,SME Loan,Married,House,184000,Unemployed,100,60,1500,30.55836958383724,50,50.0,0.82,No,Existing Customer,Loan,8.2,Buy land,4,Rejected,0,0
KH24869,LIM Vuthy,60,Kandal,2024-12-27,SME Loan,Married,Land,311000,Self-employed,320,60,9500,193.9926014119366,200,62.5,3.05,No,Existing Customer,KHQR,6.8,Loan Consolidation,4,Rejected,0,0
KH24872,LIN Monyka,55,Kampot,2024-02-16,SME Loan,Single,House,75000,Full-time,140,72,6000,111.15502665462314,50,35.71,8.0,Yes,New Customer,,8.6,Loan Consolidation,4,Approved,1,1
KH24873,CHAN Borany,52,Kandal,2024-09-04,SME Loan,Single,Car,56000,Full-time,480,60,12500,257.0595163120844,350,72.92,22.32,No,Existing Customer,KHQR,6.8,Loan Consolidation,3,Approved,1,0
KH24882,HORN Borany,63,Phnom Penh,2024-03-13,SME Loan,Single,House,179000,Full-time,440,72,9500,178.8834220734792,300,68.18,5.31,Yes,New Customer,,8.9,Buy land,2,Approved,1,1
KH24885,HENG Heng,25,Phnom Penh,2024-10-16,SME Loan,Divorce,House,230500,Self-employed,730,108,24500,330.5041438024234,0,0.0,10.63,No,Existing Customer,KHQR,7.4,Buy land,5,Rejected,0,0
KH24886,SENG Ly,55,Kandal,2025-04-07,SME Loan,Married,Car,32500,Self-employed,670,60,21000,426.8100171137368,400,59.7,64.62,No,Existing Customer,Loan,7.2,Buy land,4,Rejected,0,0
KH24890,LIN Sreynit,51,Phnom Penh,2025-10-14,SME Loan,Divorce,House,565500,Part-time,390,108,18000,247.60511545222107,200,51.28,3.18,Yes,Existing Customer,KHQR,7.6,Expand Farm,5,Approved,1,1
KH24892,CHEAN Vuthy,63,Phnom Penh,2025-07-29,SME Loan,Single,House,100000,Full-time,450,36,10000,316.6029280431493,300,66.67,10.0,Yes,Existing Customer,KHQR,7.2,Expand Farm,5,Approved,1,1
KH24895,SOPHEAP Cheableng,62,Prey Veng,2024-05-06,SME Loan,Married,House,30000,Self-employed,400,48,10000,251.70917918173024,250,62.5,33.33,No,New Customer,,8.0,Loan Consolidation,4,Rejected,0,0
KH24896,SOY Heng,38,Kandal,2025-04-06,SME Loan,Married,House,94000,Full-time,300,96,16000,246.1862497623204,200,66.67,17.02,No,New Customer,,9.0,Refinance,3,Rejected,0,0
KH24900,UM Sokhea,28,Kandal,2025-10-22,SME Loan,Married,House,409000,Part-time,220,84,12000,194.90092532883017,100,45.45,2.93,Yes,Existing Customer,Card,7.9,Loan Consolidation,2,Rejected,0,1
KH24902,THY Thyda,53,Kampong Cham,2024-10-18,SME Loan,Married,House,140000,Full-time,630,72,27000,492.06690987057624,300,47.62,19.29,No,Existing Customer,KHQR,7.8,Expand Farm,3,Approved,1,0
KH24904,BOREY Virakvong,33,Battambang,2024-09-26,SME Loan,Single,Land,206000,Part-time,460,36,10000,318.92896952439685,0,0.0,4.85,Yes,New Customer,,7.4,Refinance,3,Rejected,0,1
KH24905,MAO Soklin,33,Phnom Penh,2024-02-08,SME Loan,Single,House,100000,Self-employed,720,36,13000,410.98063050243417,450,62.5,13.0,No,Existing Customer,Deposit,7.1,Loan Consolidation,4,Rejected,0,0
KH24909,HOUEN Leng,42,Phnom Penh,2025-04-10,SME Loan,Single,Car,31500,Full-time,1900,72,34500,639.1414032640831,0,0.0,109.52,Yes,New Customer,,11.2,Buy land,5,Approved,1,1
KH24911,JONH Yim,47,Kampot,2025-01-27,SME Loan,Married,House,148500,Self-employed,400,72,15500,282.48285566644194,300,75.0,10.44,Yes,Existing Customer,Loan,8.2,Expanding Business,3,Rejected,0,1
KH24913,VUTHY Dyna,55,Phnom Penh,2025-02-14,SME Loan,Single,House,135000,Part-time,290,84,17500,285.12429229621756,200,68.97,12.96,Yes,Existing Customer,Deposit,7.9,Refinance,5,Approved,1,1
KH24914,CHAN Nary,39,Siem Reap,2025-11-25,SME Loan,Married,Car,17000,Part-time,330,48,9000,222.25988346755184,250,75.76,52.94,Yes,Existing Customer,Loan,6.9,Refinance,1,Rejected,0,1
KH24920,VANNA Ly,37,Phnom Penh,2024-07-18,SME Loan,Divorce,House,149000,Full-time,960,96,39000,575.4124230339938,300,31.25,26.17,Yes,Existing Customer,Loan,7.6,Expanding Business,5,Approved,1,1
KH24922,HUL Sokha,65,Phnom Penh,2024-11-06,SME Loan,Single,House,127000,Part-time,240,48,7500,188.7818843862977,200,83.33,5.91,Yes,New Customer,,7.8,Expanding Business,5,Rejected,0,1
KH24925,CHHORN Chhim,25,Kampot,2024-05-20,SME Loan,Divorce,Car,30500,Full-time,210,72,11500,209.01008171984444,100,47.62,37.7,No,Existing Customer,Loan,8.0,Loan Consolidation,4,Approved,1,0
KH24927,CHAN Pisey,30,Kandal,2024-11-12,SME Loan,Single,House,201000,Full-time,680,60,15000,312.8333409882643,300,44.12,7.46,No,New Customer,,7.9,Buy land,5,Approved,1,0
KH24929,SOY Sreynit,32,Kampong Cham,2025-11-14,SME Loan,Married,Land,90000,Part-time,300,72,9000,164.47221731957484,250,83.33,10.0,No,Existing Customer,Deposit,7.9,Expanding Business,1,Rejected,0,0
KH24934,KRY Sreynit,38,Kampot,2024-01-14,SME Loan,Single,Land,128000,Full-time,510,36,7500,236.06209325369431,250,49.02,5.86,Yes,Existing Customer,Deposit,7.0,Loan Consolidation,2,Approved,1,1
KH24935,PISETH Sophea,58,Kandal,2024-05-19,SME Loan,Divorce,Car,37500,Full-time,520,108,30500,411.44393412138425,200,38.46,81.33,No,Existing Customer,Card,8.9,Buy land,1,Rejected,0,0
KH24936,RY Sreypov,47,Phnom Penh,2024-10-25,SME Loan,Married,House,100000,Self-employed,420,108,20500,286.3975613545251,0,0.0,20.5,No,New Customer,,8.3,Refinance,5,Rejected,0,0
KH24942,MAO Chea,35,Phnom Penh,2024-02-14,SME Loan,Single,Car,21500,Self-employed,370,72,6500,116.84365112596198,0,0.0,30.23,No,Existing Customer,KHQR,7.5,Refinance,3,Rejected,0,0
KH24943,MAO Sreynich,45,Phnom Penh,2025-02-27,SME Loan,Married,House,130500,Self-employed,1110,108,39000,557.5517764101289,500,45.05,29.89,No,New Customer,,8.8,Refinance,3,Rejected,0,0
KH24945,KEO Vanna,57,Prey Veng,2025-12-19,SME Loan,Single,Land,56500,Self-employed,330,72,14500,265.7090344230313,300,90.91,25.66,Yes,Existing Customer,Loan,8.0,Loan Consolidation,4,Rejected,0,1
KH24948,THAY Ratana,29,Prey Veng,2024-07-12,SME Loan,Married,Land,53500,Full-time,640,60,13500,276.322979126362,350,54.69,25.23,Yes,Existing Customer,Card,6.8,Refinance,5,Approved,1,1
KH24949,SOPHEAP David,34,Phnom Penh,2025-03-29,SME Loan,Married,House,272000,Part-time,550,36,13500,428.6683595530053,0,0.0,4.96,Yes,New Customer,,7.5,Loan Consolidation,5,Approved,1,1
KH24952,RIM Sokha,35,Phnom Penh,2025-12-24,SME Loan,Divorce,Land,2171000,Part-time,630,48,7500,186.9941467458139,250,39.68,0.35,No,New Customer,,7.7,Refinance,3,Rejected,0,0
KH24953,PHAI Sreynich,59,Kampot,2024-04-23,SME Loan,Married,Land,206500,Part-time,240,96,13000,200.72021065569885,150,62.5,6.3,Yes,New Customer,,9.2,Expand Farm,3,Rejected,0,1
KH24954,RITH Chamrouen,51,Battambang,2025-12-29,SME Loan,Divorce,Land,56500,Part-time,600,36,13500,424.9117678566498,250,41.67,23.89,Yes,Existing Customer,KHQR,6.7,Expanding Business,5,Approved,1,1
KH24956,BUT Mao,37,Phnom Penh,2024-08-05,SME Loan,Married,House,124500,Full-time,880,84,33000,530.9395825812691,250,28.41,26.51,Yes,Existing Customer,Card,7.4,Refinance,5,Approved,1,1
KH24962,CHAI Kim,52,Phnom Penh,2025-02-21,SME Loan,Single,House,100000,Part-time,510,72,14500,263.53445086415167,200,39.22,14.5,Yes,Existing Customer,Card,7.4,Buy land,4,Approved,1,1
KH24966,LIM Yim,62,Kampong Cham,2024-09-30,SME Loan,Married,Land,61500,Part-time,190,48,3500,86.10391450638774,100,52.63,5.69,Yes,Existing Customer,Deposit,8.5,Expand Farm,2,Rejected,0,1
KH24972,THAY Nita,31,Phnom Penh,2025-09-25,SME Loan,Married,House,170000,Self-employed,490,108,14500,204.92696334620095,0,0.0,8.53,Yes,New Customer,,8.4,Expand Farm,5,Approved,1,1
KH24973,PHAI Morokot,60,Battambang,2025-05-04,SME Loan,Married,Land,69500,Full-time,300,96,9000,136.09171938037514,0,0.0,12.95,Yes,New Customer,,8.4,Expanding Business,3,Approved,1,1
KH24975,CHHORN Chhay,58,Prey Veng,2024-05-03,SME Loan,Married,Land,50000,Full-time,320,108,19000,271.62778850749874,250,78.12,38.0,Yes,New Customer,,8.8,Expand Farm,5,Approved,1,1
KH24976,MEAS Vanna,41,Kampong Cham,2025-09-11,SME Loan,Married,House,162000,Full-time,220,96,7500,116.20120570655358,150,68.18,4.63,Yes,New Customer,,8.8,Buy land,4,Approved,1,1
KH24981,VUTHY Soklin,34,Kandal,2025-02-27,SME Loan,Married,House,149500,Full-time,470,60,17500,353.99996978595857,0,0.0,11.71,Yes,Existing Customer,Deposit,6.5,Expand Farm,5,Approved,1,1
KH24983,RY Morokot,30,Phnom Penh,2025-10-12,SME Loan,Single,Car,24000,Self-employed,800,84,21500,350.2955591067816,350,43.75,89.58,Yes,Existing Customer,KHQR,9.5,Refinance,4,Rejected,0,1
KH24984,SING Sreypov,35,Battambang,2025-04-14,SME Loan,Single,Land,131500,Full-time,760,60,15000,306.3041074925315,350,46.05,11.41,Yes,Existing Customer,Card,6.6,Refinance,5,Approved,1,1
KH24986,RITH Leakhena,51,Siem Reap,2025-01-26,SME Loan,Married,House,68000,Self-employed,490,84,12500,206.2253498088499,0,0.0,18.38,No,New Customer,,8.6,Expanding Business,5,Rejected,0,0
KH24987,HONG Virakroth,49,Siem Reap,2025-05-06,SME Loan,Divorce,Land,186500,Part-time,150,84,5500,89.32959077571383,100,66.67,2.95,Yes,Existing Customer,Deposit,8.1,Buy land,4,Approved,1,1
KH24988,HONG Leakhena,63,Kampot,2024-11-27,SME Loan,Divorce,Land,88500,Full-time,270,72,11500,214.20880821958323,150,55.56,12.99,Yes,New Customer,,8.6,Buy land,4,Approved,1,1
KH24989,BUT Morokot,56,Kampot,2024-04-12,SME Loan,Married,Land,112000,Self-employed,260,60,8500,174.3905162799357,200,76.92,7.59,Yes,Existing Customer,Card,6.9,Loan Consolidation,3,Rejected,0,1
KH24990,CHHORN Leng,54,Phnom Penh,2024-10-05,SME Loan,Married,House,100000,Self-employed,930,72,35500,643.4360417865662,0,0.0,35.5,Yes,Existing Customer,Deposit,7.6,Buy land,5,Approved,1,1
KH24992,HOUEN Morokot,65,Kandal,2025-02-07,SME Loan,Married,Land,91000,Full-time,380,48,10500,257.81687235607404,200,52.63,11.54,Yes,Existing Customer,Loan,6.7,Buy land,4,Approved,1,1
KH24993,DARA Cheableng,58,Phnom Penh,2024-10-21,SME Loan,Single,House,138500,Part-time,600,36,7500,239.89668485336531,300,50.0,5.42,Yes,New Customer,,7.7,Refinance,1,Rejected,0,1
KH24994,HOUEN Ly,43,Kandal,2024-12-03,SME Loan,Single,House,231500,Full-time,410,84,12000,196.74286342135176,300,73.17,5.18,Yes,Existing Customer,KHQR,8.2,Expanding Business,3,Approved,1,1
KH24996,CHAN Socheata,40,Siem Reap,2024-10-30,SME Loan,Married,Car,32500,Self-employed,430,48,11000,274.25808189386044,150,34.88,33.85,Yes,New Customer,,7.6,Refinance,5,Rejected,0,1
KH24998,Y Sreypov,25,Kampong Cham,2025-11-22,SME Loan,Married,House,101000,Part-time,130,84,3000,48.72523133220754,100,76.92,2.97,Yes,Existing Customer,Deposit,9.4,Refinance,4,Approved,1,1
KH25002,SING Heng,34,Phnom Penh,2024-09-16,SME Loan,Single,House,100000,Full-time,860,60,20000,406.48573058451126,200,23.26,20.0,Yes,Existing Customer,Loan,6.4,Loan Consolidation,4,Approved,1,1
KH25006,Y Bunthai,26,Kandal,2024-04-14,SME Loan,Married,House,83000,Full-time,1840,48,33000,807.1763626786862,0,0.0,39.76,Yes,Existing Customer,KHQR,6.5,Expand Farm,5,Approved,1,1
KH25007,PISETH Chealong,65,Phnom Penh,2025-03-28,SME Loan,Single,House,110000,Full-time,980,48,30000,738.033552911895,550,56.12,27.27,Yes,Existing Customer,Loan,7.0,Refinance,3,Approved,1,1
KH25008,CHEA Kimheng,46,Battambang,2024-09-21,SME Loan,Married,House,80000,Self-employed,540,108,16000,220.09343595752983,300,55.56,20.0,Yes,Existing Customer,Card,7.9,Loan Consolidation,5,Rejected,0,1
KH25012,DARA Sokha,37,Phnom Penh,2025-10-04,SME Loan,Married,Car,31500,Full-time,1810,48,50000,1227.6993921717813,600,33.15,158.73,Yes,Existing Customer,Deposit,9.1,Expanding Business,3,Rejected,0,1
KH25013,DARA Pheakdey,39,Siem Reap,2025-03-08,SME Loan,Married,Car,44500,Full-time,660,48,20500,502.3916881903649,250,37.88,46.07,Yes,Existing Customer,Deposit,6.4,Expand Farm,4,Approved,1,1
KH25015,RY Bunthai,30,Phnom Penh,2024-03-24,SME Loan,Married,House,100000,Part-time,280,72,8000,146.19752650628874,250,89.29,8.0,Yes,Existing Customer,KHQR,7.8,Loan Consolidation,3,Rejected,0,1
KH25016,UM Kim,40,Kandal,2025-03-24,SME Loan,Single,House,65500,Full-time,840,108,51000,701.5478271146262,500,59.52,77.86,Yes,Existing Customer,Deposit,8.3,Expand Farm,4,Approved,1,1
KH25018,BOREY Pheakdey,64,Prey Veng,2025-08-01,SME Loan,Divorce,Land,400000,Self-employed,260,72,9500,179.36737999444415,200,76.92,2.38,Yes,New Customer,,9.0,Refinance,5,Rejected,0,1
KH25019,TAI Darlin,28,Phnom Penh,2025-05-17,SME Loan,Single,House,102000,Full-time,360,96,11000,170.4284350362786,300,83.33,10.78,Yes,New Customer,,9.0,Buy land,3,Rejected,0,1
KH25024,MEAS Sokhea,62,Kandal,2024-10-25,SME Loan,Married,Land,111500,Part-time,340,60,9500,193.9926014119366,150,44.12,8.52,Yes,Existing Customer,KHQR,7.0,Refinance,5,Approved,1,1
KH25027,CHAN Virakroth,41,Phnom Penh,2024-11-27,SME Loan,Married,Car,22000,Full-time,570,72,13000,236.92110475249967,300,52.63,59.09,Yes,Existing Customer,Deposit,8.0,Loan Consolidation,3,Approved,1,1
KH25028,HUL Nary,32,Prey Veng,2025-04-21,SME Loan,Married,House,87000,Full-time,1070,36,9500,298.5727579545549,500,46.73,10.92,No,Existing Customer,KHQR,6.7,Buy land,4,Approved,1,0
KH25029,HORN Nary,50,Battambang,2024-03-30,SME Loan,Single,House,56500,Full-time,480,72,10000,182.247003655769,250,52.08,17.7,Yes,Existing Customer,KHQR,7.8,Expanding Business,3,Approved,1,1
KH25032,DARA Soklin,58,Kandal,2025-12-23,SME Loan,Married,House,41000,Full-time,690,48,11500,281.8294836189852,300,43.48,28.05,Yes,Existing Customer,Loan,7.0,Loan Consolidation,1,Approved,1,1
KH25034,CHAN Virakvong,25,Phnom Penh,2024-09-17,SME Loan,Divorce,Car,129000,Full-time,740,96,34500,530.8391010500034,400,54.05,26.74,No,New Customer,,8.6,Refinance,4,Approved,1,0
KH25036,HONG Leng,53,Phnom Penh,2024-02-14,SME Loan,Married,House,232500,Full-time,400,36,7500,238.84720781291043,150,37.5,3.23,Yes,New Customer,,7.5,Refinance,4,Approved,1,1
KH25043,Y Monyka,62,Phnom Penh,2025-07-06,SME Loan,Single,Car,34000,Full-time,1190,60,43000,867.7749506195564,0,0.0,126.47,Yes,Existing Customer,Deposit,9.1,Expand Farm,5,Rejected,0,1
KH25051,CHEA Chhim,39,Phnom Penh,2024-06-15,SME Loan,Married,Car,19000,Full-time,430,48,12000,302.05101501807627,300,69.77,63.16,Yes,New Customer,,8.6,Refinance,3,Approved,1,1
KH25052,CHAN David,58,Kampot,2024-03-02,SME Loan,Married,Land,137500,Full-time,980,60,16000,332.9107523407693,300,30.61,11.64,Yes,New Customer,,7.4,Loan Consolidation,5,Approved,1,1
KH25053,RITH Darlin,39,Siem Reap,2024-08-29,SME Loan,Married,Car,24000,Part-time,320,84,8000,134.46874384823008,150,46.88,33.33,No,New Customer,,9.0,Expand Farm,4,Approved,1,0
KH25054,LUN Heng,61,Battambang,2024-02-09,SME Loan,Single,House,166500,Full-time,250,60,10500,214.412875244772,150,60.0,6.31,Yes,Existing Customer,Loan,6.9,Loan Consolidation,5,Approved,1,1
KH25060,BUT Heng,40,Kandal,2025-01-10,SME Loan,Married,Car,28500,Full-time,720,48,11000,270.09386627779185,300,41.67,38.6,Yes,Existing Customer,Deposit,7.0,Loan Consolidation,5,Approved,1,1
KH25064,PHEACH Pisey,23,Phnom Penh,2025-06-30,SME Loan,Divorce,Car,69000,Full-time,2080,96,37500,549.3826227634831,0,0.0,54.35,Yes,Existing Customer,Loan,7.7,Buy land,4,Approved,1,1
KH25068,KEO Monyka,23,Kandal,2025-09-13,SME Loan,Single,Car,30500,Self-employed,350,60,7000,143.27858176922473,200,57.14,22.95,No,Existing Customer,Deposit,6.6,Expanding Business,5,Rejected,0,0
KH25072,TAI Sophea,53,Kandal,2024-02-13,SME Loan,Married,House,342500,Full-time,370,72,11000,203.7842155334758,100,27.03,3.21,No,New Customer,,8.4,Buy land,3,Approved,1,0
KH25075,RITH Rakmey,41,Prey Veng,2024-11-05,SME Loan,Single,Land,30000,Self-employed,810,60,33000,691.449849722694,350,43.21,110.0,No,New Customer,,10.2,Expanding Business,4,Rejected,0,0
KH25096,SOK Nita,23,Phnom Penh,2024-05-03,SME Loan,Married,Car,29500,Full-time,550,84,31000,514.6367048334644,0,0.0,105.08,No,New Customer,,11.0,Expanding Business,5,Approved,1,0
KH25097,MAO Chhim,35,Kampot,2024-03-08,SME Loan,Divorce,Land,33500,Part-time,140,60,3500,70.79999395719172,0,0.0,10.45,Yes,Existing Customer,Loan,8.1,Expand Farm,5,Approved,1,1
KH25102,CHAI Heng,61,Siem Reap,2025-05-15,SME Loan,Married,House,450000,Unemployed,100,72,2000,36.2499178471305,50,50.0,0.44,Yes,Existing Customer,Card,9.3,Expanding Business,4,Rejected,0,1
KH25107,LIN Kim,31,Kandal,2025-09-14,SME Loan,Married,Land,107500,Self-employed,1160,48,23500,583.6832724104819,0,0.0,21.86,No,New Customer,,7.6,Loan Consolidation,5,Rejected,0,0
KH25114,PRAK Ratana,58,Kandal,2025-03-17,SME Loan,Divorce,House,120500,Self-employed,360,60,14000,287.23143857871764,200,55.56,11.62,Yes,Existing Customer,Deposit,6.7,Refinance,5,Rejected,0,1
KH25115,THAY Virakvong,42,Kampong Cham,2025-03-10,SME Loan,Single,Land,85000,Part-time,100,84,3500,57.20393588454496,100,100.0,4.12,Yes,Existing Customer,Card,9.3,Buy land,5,Rejected,0,1
KH25116,THAY Chea,52,Battambang,2024-02-25,SME Loan,Divorce,Land,205500,Part-time,430,108,17000,235.670944810437,300,69.77,8.27,Yes,Existing Customer,Deposit,8.1,Expand Farm,4,Rejected,0,1
KH25117,SREY Monyka,29,Kampot,2025-09-10,SME Loan,Married,Land,400000,Full-time,150,60,4500,94.94880151927762,100,66.67,1.12,Yes,New Customer,,9.4,Refinance,5,Approved,1,1
KH25118,LUN Chea,39,Phnom Penh,2024-07-11,SME Loan,Married,House,100000,Full-time,2520,60,46500,969.7833570636194,950,37.7,46.5,Yes,New Customer,,7.8,Expanding Business,4,Approved,1,1
KH25122,UM Yim,25,Prey Veng,2024-02-21,SME Loan,Single,Car,27500,Self-employed,270,84,6500,108.58058872997894,150,55.56,23.64,No,New Customer,,8.9,Refinance,4,Rejected,0,0
KH25124,THY Kimheng,58,Kandal,2024-10-04,SME Loan,Single,Car,22500,Self-employed,360,60,7000,147.35534774509205,300,83.33,31.11,No,New Customer,,8.0,Expanding Business,3,Rejected,0,0
KH25126,PHEACH Phan,43,Phnom Penh,2025-02-16,SME Loan,Single,House,390500,Self-employed,440,72,12000,218.6964043869228,300,68.18,3.07,Yes,Existing Customer,Loan,8.1,Expand Farm,4,Rejected,0,1
KH25127,HORN Kimheng,26,Battambang,2025-11-26,SME Loan,Married,Car,45000,Part-time,270,96,6000,89.15125539486262,150,55.56,13.33,Yes,Existing Customer,Deposit,7.8,Expanding Business,4,Approved,1,1
KH25128,SOPHEAP Soklin,35,Phnom Penh,2024-12-22,SME Loan,Married,Car,32000,Part-time,370,108,15000,208.75121207790548,350,94.59,46.88,Yes,Existing Customer,Card,8.1,Loan Consolidation,5,Rejected,0,1
KH25130,CHAN Socheata,35,Phnom Penh,2025-03-09,SME Loan,Married,Car,28000,Part-time,360,72,11500,206.15400929936703,0,0.0,41.07,Yes,Existing Customer,Deposit,7.5,Expanding Business,5,Approved,1,1
KH25133,DARA Pisey,53,Kandal,2024-07-02,SME Loan,Married,House,53000,Full-time,720,60,11000,229.9468305363437,350,48.61,20.75,Yes,New Customer,,7.8,Buy land,3,Approved,1,1
KH25139,SOK Sreypov,57,Prey Veng,2025-12-08,SME Loan,Married,House,61000,Self-employed,510,96,22500,330.7979668608703,250,49.02,36.89,No,Existing Customer,Loan,7.9,Buy land,4,Rejected,0,0
KH25140,SENG Chhim,21,Phnom Penh,2025-02-15,SME Loan,Single,House,100000,Self-employed,410,36,8500,267.53703902085357,200,48.78,8.5,No,Existing Customer,Card,7.0,Buy land,3,Rejected,0,0
KH25142,VUTHY Pisey,65,Phnom Penh,2025-09-02,SME Loan,Single,House,355500,Part-time,570,84,24500,395.4269243455459,0,0.0,6.89,Yes,Existing Customer,Deposit,7.5,Expanding Business,3,Approved,1,1
KH25144,SOY Kimheng,38,Siem Reap,2025-02-10,SME Loan,Single,House,77500,Part-time,170,48,3000,74.22850846499703,150,88.24,3.87,Yes,Existing Customer,KHQR,8.6,Refinance,3,Rejected,0,1
KH25146,RITH Virakvong,57,Kandal,2024-12-09,SME Loan,Married,Land,234500,Full-time,1400,72,58500,1077.8707077421411,0,0.0,24.95,No,New Customer,,8.4,Expanding Business,3,Approved,1,0
